BUS_name,timestamp,measurement,value,unit
SF_0809,2022-09-01T00:00:00,generatedEnergy,1.21323655212773,kWh
SF_0809,2022-10-01T00:00:00,consumedEnergy,799.186281016857,kWh
SF_0809,2022-10-01T00:00:00,generatedEnergy,1.47852769593415,kWh
SF_0809,2022-11-01T00:00:00,consumedEnergy,764.017829902798,kWh
SF_0809,2022-11-01T00:00:00,generatedEnergy,1.58438835067089,kWh
SF_0809,2022-12-01T00:00:00,consumedEnergy,1174.09164366515,kWh
SF_0809,2022-12-01T00:00:00,generatedEnergy,2.59494926112208,kWh
SF_0871,2022-01-01T00:00:00,consumedEnergy,9670.04004553815,kWh
SF_0871,2022-01-01T00:00:00,generatedEnergy,0,kWh
SF_0871,2022-02-01T00:00:00,consumedEnergy,8560.3260783292,kWh
SF_0871,2022-02-01T00:00:00,generatedEnergy,0,kWh
SF_0871,2022-03-01T00:00:00,consumedEnergy,9307.59610903073,kWh
SF_0871,2022-03-01T00:00:00,generatedEnergy,0,kWh
SF_0871,2022-04-01T00:00:00,consumedEnergy,7741.89470119359,kWh
SF_0871,2022-04-01T00:00:00,generatedEnergy,0,kWh
SF_0871,2022-05-01T00:00:00,consumedEnergy,4178.43438813497,kWh
SF_0871,2022-05-01T00:00:00,generatedEnergy,0,kWh
SF_0871,2022-06-01T00:00:00,consumedEnergy,5099.78813828117,kWh
SF_0871,2022-06-01T00:00:00,generatedEnergy,0,kWh
SF_0871,2022-07-01T00:00:00,consumedEnergy,5918.83572392337,kWh
SF_0871,2022-07-01T00:00:00,generatedEnergy,0,kWh
SF_0871,2022-08-01T00:00:00,consumedEnergy,7428.34476115967,kWh
SF_0871,2022-08-01T00:00:00,generatedEnergy,0,kWh
SF_0871,2022-09-01T00:00:00,consumedEnergy,5752.76511671224,kWh
SF_0871,2022-09-01T00:00:00,generatedEnergy,0,kWh
SF_0871,2022-10-01T00:00:00,consumedEnergy,7466.53805725429,kWh
SF_0871,2022-10-01T00:00:00,generatedEnergy,0,kWh
SF_0871,2022-11-01T00:00:00,consumedEnergy,8665.56534491433,kWh
SF_0871,2022-11-01T00:00:00,generatedEnergy,0,kWh
SF_0871,2022-12-01T00:00:00,consumedEnergy,9244.5315355283,kWh
SF_0871,2022-12-01T00:00:00,generatedEnergy,0,kWh
SF_1171,2022-01-01T00:00:00,consumedEnergy,52573.1663232133,kWh
SF_1171,2022-01-01T00:00:00,generatedEnergy,0,kWh
SF_1171,2022-02-01T00:00:00,consumedEnergy,48204.1247568454,kWh
SF_1171,2022-02-01T00:00:00,generatedEnergy,0,kWh
SF_1171,2022-03-01T00:00:00,consumedEnergy,49648.1907688558,kWh
SF_1171,2022-03-01T00:00:00,generatedEnergy,0,kWh
SF_1171,2022-04-01T00:00:00,consumedEnergy,38137.6400134648,kWh
SF_1171,2022-04-01T00:00:00,generatedEnergy,0,kWh
SF_1171,2022-05-01T00:00:00,consumedEnergy,23312.5389761854,kWh
SF_1171,2022-05-01T00:00:00,generatedEnergy,0,kWh
SF_1171,2022-06-01T00:00:00,consumedEnergy,20798.7722161732,kWh
SF_1171,2022-06-01T00:00:00,generatedEnergy,0,kWh
SF_1171,2022-07-01T00:00:00,consumedEnergy,27815.973422565,kWh
SF_1171,2022-07-01T00:00:00,generatedEnergy,0,kWh
SF_1171,2022-08-01T00:00:00,consumedEnergy,36374.1677127531,kWh
SF_1171,2022-08-01T00:00:00,generatedEnergy,0,kWh
SF_1171,2022-09-01T00:00:00,consumedEnergy,32113.6619164645,kWh
SF_1171,2022-09-01T00:00:00,generatedEnergy,0,kWh
SF_1171,2022-10-01T00:00:00,consumedEnergy,37016.3619111737,kWh
SF_1171,2022-10-01T00:00:00,generatedEnergy,0,kWh
SF_1171,2022-11-01T00:00:00,consumedEnergy,43648.1351753476,kWh
SF_1171,2022-11-01T00:00:00,generatedEnergy,0,kWh
SF_1171,2022-12-01T00:00:00,consumedEnergy,45298.8668069583,kWh
SF_1171,2022-12-01T00:00:00,generatedEnergy,0,kWh
SF_1172,2022-01-01T00:00:00,consumedEnergy,116407.311603176,kWh
SF_1172,2022-01-01T00:00:00,generatedEnergy,0,kWh
SF_1172,2022-02-01T00:00:00,consumedEnergy,100950.000721274,kWh
SF_1172,2022-02-01T00:00:00,generatedEnergy,0,kWh
SF_1172,2022-03-01T00:00:00,consumedEnergy,103653.060988838,kWh
SF_1172,2022-03-01T00:00:00,generatedEnergy,0,kWh
SF_1172,2022-04-01T00:00:00,consumedEnergy,90723.0922747146,kWh
SF_1172,2022-04-01T00:00:00,generatedEnergy,0,kWh
SF_1172,2022-05-01T00:00:00,consumedEnergy,51204.038878925,kWh
SF_1172,2022-05-01T00:00:00,generatedEnergy,0,kWh
SF_1172,2022-06-01T00:00:00,consumedEnergy,55760.5068159488,kWh
SF_1172,2022-06-01T00:00:00,generatedEnergy,0,kWh
SF_1172,2022-07-01T00:00:00,consumedEnergy,59617.067024849,kWh
SF_1172,2022-07-01T00:00:00,generatedEnergy,0,kWh
SF_1172,2022-08-01T00:00:00,consumedEnergy,84988.5796313858,kWh
SF_1172,2022-08-01T00:00:00,generatedEnergy,0,kWh
SF_1172,2022-09-01T00:00:00,consumedEnergy,78801.7266003482,kWh
SF_1172,2022-09-01T00:00:00,generatedEnergy,0,kWh
SF_1172,2022-10-01T00:00:00,consumedEnergy,103087.920734717,kWh
SF_1172,2022-10-01T00:00:00,generatedEnergy,0,kWh
SF_1172,2022-11-01T00:00:00,consumedEnergy,103884.700467646,kWh
SF_1172,2022-11-01T00:00:00,generatedEnergy,0,kWh
SF_1172,2022-12-01T00:00:00,consumedEnergy,157561.994258178,kWh
SF_1172,2022-12-01T00:00:00,generatedEnergy,0,kWh
SF_1173,2022-01-01T00:00:00,consumedEnergy,39958.0408169914,kWh
SF_1173,2022-01-01T00:00:00,generatedEnergy,0,kWh
SF_1173,2022-02-01T00:00:00,consumedEnergy,36307.7265119551,kWh
SF_1173,2022-02-01T00:00:00,generatedEnergy,0,kWh
SF_1173,2022-03-01T00:00:00,consumedEnergy,35221.614947056,kWh
SF_1173,2022-03-01T00:00:00,generatedEnergy,0,kWh
SF_1173,2022-04-01T00:00:00,consumedEnergy,32748.1253850683,kWh
SF_1173,2022-04-01T00:00:00,generatedEnergy,0,kWh
SF_1173,2022-05-01T00:00:00,consumedEnergy,21461.4925617067,kWh
SF_1173,2022-05-01T00:00:00,generatedEnergy,0,kWh
SF_1173,2022-06-01T00:00:00,consumedEnergy,19272.9669372894,kWh
SF_1173,2022-06-01T00:00:00,generatedEnergy,0,kWh
SF_1173,2022-07-01T00:00:00,consumedEnergy,23928.2515175423,kWh
SF_1173,2022-07-01T00:00:00,generatedEnergy,0,kWh
SF_1173,2022-08-01T00:00:00,consumedEnergy,24582.353911827,kWh
SF_1173,2022-08-01T00:00:00,generatedEnergy,0,kWh
SF_1173,2022-09-01T00:00:00,consumedEnergy,23241.4198384404,kWh
SF_1173,2022-09-01T00:00:00,generatedEnergy,0,kWh
SF_1173,2022-10-01T00:00:00,consumedEnergy,30077.6354808304,kWh
SF_1173,2022-10-01T00:00:00,generatedEnergy,0,kWh
SF_1173,2022-11-01T00:00:00,consumedEnergy,34147.8365675192,kWh
SF_1173,2022-11-01T00:00:00,generatedEnergy,0,kWh
SF_1173,2022-12-01T00:00:00,consumedEnergy,48262.1355237739,kWh
SF_1173,2022-12-01T00:00:00,generatedEnergy,0,kWh
SF_1174,2022-01-01T00:00:00,consumedEnergy,176264.190663306,kWh
SF_1174,2022-01-01T00:00:00,generatedEnergy,0,kWh
SF_1174,2022-02-01T00:00:00,consumedEnergy,169001.648630174,kWh
SF_1174,2022-02-01T00:00:00,generatedEnergy,0,kWh
SF_1174,2022-03-01T00:00:00,consumedEnergy,182450.419598156,kWh
SF_1174,2022-03-01T00:00:00,generatedEnergy,0,kWh
SF_1174,2022-04-01T00:00:00,consumedEnergy,150249.244307168,kWh
SF_1174,2022-04-01T00:00:00,generatedEnergy,0,kWh
SF_1174,2022-05-01T00:00:00,consumedEnergy,86424.0316149644,kWh
SF_1174,2022-05-01T00:00:00,generatedEnergy,0,kWh
SF_1174,2022-06-01T00:00:00,consumedEnergy,77498.1582937062,kWh
SF_1174,2022-06-01T00:00:00,generatedEnergy,0,kWh
SF_1174,2022-07-01T00:00:00,consumedEnergy,80079.1357080189,kWh
SF_1174,2022-07-01T00:00:00,generatedEnergy,0,kWh
SF_1174,2022-08-01T00:00:00,consumedEnergy,122737.347282566,kWh
SF_1174,2022-08-01T00:00:00,generatedEnergy,0,kWh
SF_1174,2022-09-01T00:00:00,consumedEnergy,93567.3605806539,kWh
SF_1174,2022-09-01T00:00:00,generatedEnergy,0,kWh
SF_1174,2022-10-01T00:00:00,consumedEnergy,136049.949893909,kWh
SF_1174,2022-10-01T00:00:00,generatedEnergy,0,kWh
SF_1174,2022-11-01T00:00:00,consumedEnergy,167004.38979216,kWh
SF_1174,2022-11-01T00:00:00,generatedEnergy,0,kWh
SF_1174,2022-12-01T00:00:00,consumedEnergy,182170.923635217,kWh
SF_1174,2022-12-01T00:00:00,generatedEnergy,0,kWh
SF_1175,2022-01-01T00:00:00,consumedEnergy,65824.504727927,kWh
SF_1175,2022-01-01T00:00:00,generatedEnergy,0,kWh
SF_1175,2022-02-01T00:00:00,consumedEnergy,53967.7213534577,kWh
SF_1175,2022-02-01T00:00:00,generatedEnergy,0,kWh
SF_1175,2022-03-01T00:00:00,consumedEnergy,61354.9247950659,kWh
SF_1175,2022-03-01T00:00:00,generatedEnergy,0,kWh
SF_1175,2022-04-01T00:00:00,consumedEnergy,52841.9338114193,kWh
SF_1175,2022-04-01T00:00:00,generatedEnergy,0,kWh
SF_1175,2022-05-01T00:00:00,consumedEnergy,25991.0156470146,kWh
SF_1175,2022-05-01T00:00:00,generatedEnergy,0,kWh
SF_1175,2022-06-01T00:00:00,consumedEnergy,22807.8180797745,kWh
SF_1175,2022-06-01T00:00:00,generatedEnergy,0,kWh
SF_1175,2022-07-01T00:00:00,consumedEnergy,34928.1365071928,kWh
SF_1175,2022-07-01T00:00:00,generatedEnergy,0,kWh
SF_1175,2022-08-01T00:00:00,consumedEnergy,41541.7575441159,kWh
SF_1175,2022-08-01T00:00:00,generatedEnergy,0,kWh
SF_1175,2022-09-01T00:00:00,consumedEnergy,31692.5774266849,kWh
SF_1175,2022-09-01T00:00:00,generatedEnergy,0,kWh
SF_1175,2022-10-01T00:00:00,consumedEnergy,45892.3892435201,kWh
SF_1175,2022-10-01T00:00:00,generatedEnergy,0,kWh
SF_1175,2022-11-01T00:00:00,consumedEnergy,55780.4925254823,kWh
SF_1175,2022-11-01T00:00:00,generatedEnergy,0,kWh
SF_1175,2022-12-01T00:00:00,consumedEnergy,69898.728338345,kWh
SF_1175,2022-12-01T00:00:00,generatedEnergy,0,kWh
SF_1176,2022-01-01T00:00:00,consumedEnergy,48249.7368802999,kWh
SF_1176,2022-01-01T00:00:00,generatedEnergy,0,kWh
SF_1176,2022-02-01T00:00:00,consumedEnergy,42668.7358396526,kWh
SF_1176,2022-02-01T00:00:00,generatedEnergy,0,kWh
SF_1176,2022-03-01T00:00:00,consumedEnergy,40841.2237451264,kWh
SF_1176,2022-03-01T00:00:00,generatedEnergy,0,kWh
SF_1176,2022-04-01T00:00:00,consumedEnergy,34894.7268753141,kWh
SF_1176,2022-04-01T00:00:00,generatedEnergy,0,kWh
SF_1176,2022-05-01T00:00:00,consumedEnergy,22524.0379769618,kWh
SF_1176,2022-05-01T00:00:00,generatedEnergy,0,kWh
SF_1176,2022-06-01T00:00:00,consumedEnergy,24433.3304801061,kWh
SF_1176,2022-06-01T00:00:00,generatedEnergy,0,kWh
SF_1176,2022-07-01T00:00:00,consumedEnergy,28069.9370346567,kWh
SF_1176,2022-07-01T00:00:00,generatedEnergy,0,kWh
SF_1176,2022-08-01T00:00:00,consumedEnergy,28745.9085774275,kWh
SF_1176,2022-08-01T00:00:00,generatedEnergy,0,kWh
SF_1176,2022-09-01T00:00:00,consumedEnergy,23526.7458405387,kWh
SF_1176,2022-09-01T00:00:00,generatedEnergy,0,kWh
SF_1176,2022-10-01T00:00:00,consumedEnergy,37355.4405806034,kWh
SF_1176,2022-10-01T00:00:00,generatedEnergy,0,kWh
SF_1176,2022-11-01T00:00:00,consumedEnergy,42566.7457207104,kWh
SF_1176,2022-11-01T00:00:00,generatedEnergy,0,kWh
SF_1176,2022-12-01T00:00:00,consumedEnergy,43488.2304486024,kWh
SF_1176,2022-12-01T00:00:00,generatedEnergy,0,kWh
SF_1177,2022-01-01T00:00:00,consumedEnergy,57826.5787770997,kWh
SF_1177,2022-01-01T00:00:00,generatedEnergy,0,kWh
SF_1177,2022-02-01T00:00:00,consumedEnergy,44392.7551780795,kWh
SF_1177,2022-02-01T00:00:00,generatedEnergy,0,kWh
SF_1177,2022-03-01T00:00:00,consumedEnergy,54906.8414168424,kWh
SF_1177,2022-03-01T00:00:00,generatedEnergy,0,kWh
SF_1177,2022-04-01T00:00:00,consumedEnergy,48370.6694947382,kWh
SF_1177,2022-04-01T00:00:00,generatedEnergy,0,kWh
SF_1177,2022-05-01T00:00:00,consumedEnergy,27764.212689605,kWh
SF_1177,2022-05-01T00:00:00,generatedEnergy,0,kWh
SF_1177,2022-06-01T00:00:00,consumedEnergy,22027.0537428337,kWh
SF_1177,2022-06-01T00:00:00,generatedEnergy,0,kWh
SF_1177,2022-07-01T00:00:00,consumedEnergy,27215.6518618712,kWh
SF_1177,2022-07-01T00:00:00,generatedEnergy,0,kWh
SF_1177,2022-08-01T00:00:00,consumedEnergy,36989.3388514715,kWh
SF_1177,2022-08-01T00:00:00,generatedEnergy,0,kWh
SF_1177,2022-09-01T00:00:00,consumedEnergy,35295.7532310246,kWh
SF_1177,2022-09-01T00:00:00,generatedEnergy,0,kWh
SF_1177,2022-10-01T00:00:00,consumedEnergy,44609.7172039558,kWh
SF_1177,2022-10-01T00:00:00,generatedEnergy,0,kWh
SF_1177,2022-11-01T00:00:00,consumedEnergy,47836.8767082134,kWh
SF_1177,2022-11-01T00:00:00,generatedEnergy,0,kWh
SF_1177,2022-12-01T00:00:00,consumedEnergy,43964.5508442651,kWh
SF_1177,2022-12-01T00:00:00,generatedEnergy,0,kWh
SF_1178,2022-01-01T00:00:00,consumedEnergy,9170.64653799168,kWh
SF_1178,2022-01-01T00:00:00,generatedEnergy,0,kWh
SF_1178,2022-02-01T00:00:00,consumedEnergy,8272.60967375312,kWh
SF_1178,2022-02-01T00:00:00,generatedEnergy,0,kWh
SF_1178,2022-03-01T00:00:00,consumedEnergy,9307.51320791435,kWh
SF_1178,2022-03-01T00:00:00,generatedEnergy,0,kWh
SF_1178,2022-04-01T00:00:00,consumedEnergy,8541.55515002376,kWh
SF_1178,2022-04-01T00:00:00,generatedEnergy,0,kWh
SF_1178,2022-05-01T00:00:00,consumedEnergy,4531.79965175818,kWh
SF_1178,2022-05-01T00:00:00,generatedEnergy,0,kWh
SF_1178,2022-06-01T00:00:00,consumedEnergy,4754.75534071114,kWh
SF_1178,2022-06-01T00:00:00,generatedEnergy,0,kWh
SF_1178,2022-07-01T00:00:00,consumedEnergy,5684.76961740995,kWh
SF_1178,2022-07-01T00:00:00,generatedEnergy,0,kWh
SF_1178,2022-08-01T00:00:00,consumedEnergy,5687.03613016026,kWh
SF_1178,2022-08-01T00:00:00,generatedEnergy,0,kWh
SF_1178,2022-09-01T00:00:00,consumedEnergy,6079.12265611578,kWh
SF_1178,2022-09-01T00:00:00,generatedEnergy,0,kWh
SF_1178,2022-10-01T00:00:00,consumedEnergy,7608.49960957516,kWh
SF_1178,2022-10-01T00:00:00,generatedEnergy,0,kWh
SF_1178,2022-11-01T00:00:00,consumedEnergy,8200.64555746945,kWh
SF_1178,2022-11-01T00:00:00,generatedEnergy,0,kWh
SF_1178,2022-12-01T00:00:00,consumedEnergy,8429.72686711717,kWh
SF_1178,2022-12-01T00:00:00,generatedEnergy,0,kWh
SF_1179,2022-01-01T00:00:00,consumedEnergy,57576.2040316724,kWh
SF_1179,2022-01-01T00:00:00,generatedEnergy,0,kWh
SF_1179,2022-02-01T00:00:00,consumedEnergy,49318.3376842096,kWh
SF_1179,2022-02-01T00:00:00,generatedEnergy,0,kWh
SF_1179,2022-03-01T00:00:00,consumedEnergy,58302.9344845547,kWh
SF_1179,2022-03-01T00:00:00,generatedEnergy,0,kWh
SF_1179,2022-04-01T00:00:00,consumedEnergy,52389.9494991194,kWh
SF_1179,2022-04-01T00:00:00,generatedEnergy,0,kWh
SF_1179,2022-05-01T00:00:00,consumedEnergy,26555.1169683849,kWh
SF_1179,2022-05-01T00:00:00,generatedEnergy,0,kWh
SF_1179,2022-06-01T00:00:00,consumedEnergy,27360.144488395,kWh
SF_1179,2022-06-01T00:00:00,generatedEnergy,0,kWh
SF_1179,2022-07-01T00:00:00,consumedEnergy,38100.490012782,kWh
SF_1179,2022-07-01T00:00:00,generatedEnergy,0,kWh
SF_1179,2022-08-01T00:00:00,consumedEnergy,38513.7042233396,kWh
SF_1179,2022-08-01T00:00:00,generatedEnergy,0,kWh
SF_1179,2022-09-01T00:00:00,consumedEnergy,39152.7978836182,kWh
SF_1179,2022-09-01T00:00:00,generatedEnergy,0,kWh
SF_1179,2022-10-01T00:00:00,consumedEnergy,48110.5184999154,kWh
SF_1179,2022-10-01T00:00:00,generatedEnergy,0,kWh
SF_1179,2022-11-01T00:00:00,consumedEnergy,54000.7538379645,kWh
SF_1179,2022-11-01T00:00:00,generatedEnergy,0,kWh
SF_1179,2022-12-01T00:00:00,consumedEnergy,69300.6483860443,kWh
SF_1179,2022-12-01T00:00:00,generatedEnergy,0,kWh
SF_1180,2022-01-01T00:00:00,consumedEnergy,57696.1514013786,kWh
SF_1180,2022-01-01T00:00:00,generatedEnergy,0,kWh
